id,name,email,openId,barangay
557,"Ana Lopez","ana.lopez@calauan.local","demo-farmer-557","Poblacion 1"
558,"Fernando Aquino","fernando.aquino@calauan.local","demo-farmer-558","Silangan Talaongan"
559,"Rosa Perez","rosa.perez@calauan.local","demo-farmer-559","Poblacion 2"
560,"Fernando Castro","fernando.castro@calauan.local","demo-farmer-560","Poblacion 1"
561,"Ricardo Flores","ricardo.flores@calauan.local","demo-farmer-561","Dayap"
562,"Antonio Jimenez","antonio.jimenez@calauan.local","demo-farmer-562","Dila"
563,"Gloria Ramos","gloria.ramos@calauan.local","demo-farmer-563","Lamot 1"
564,"Vicente Torres","vicente.torres@calauan.local","demo-farmer-564","Poblacion 5"
565,"Elena Morales","elena.morales@calauan.local","demo-farmer-565","Santo Tomas"
566,"Dolores Cruz","dolores.cruz@calauan.local","demo-farmer-566","Talolong"
567,"Patricia Mendoza","patricia.mendoza@calauan.local","demo-farmer-567","Palina"
568,"Carlos Fernandez","carlos.fernandez@calauan.local","demo-farmer-568","Palina"
569,"Concepcion Aquino","concepcion.aquino@calauan.local","demo-farmer-569","Kanluran Talaongan"
570,"Luis Rivera","luis.rivera@calauan.local","demo-farmer-570","Dila"
571,"Vicente Santos","vicente.santos@calauan.local","demo-farmer-571","Poblacion 4"
572,"Francisco Torres","francisco.torres@calauan.local","demo-farmer-572","Kanluran Talaongan"
573,"Ricardo Mendoza","ricardo.mendoza@calauan.local","demo-farmer-573","Dayap"
574,"Maria Rivera","maria.rivera@calauan.local","demo-farmer-574","Calumpang"
575,"Vicente Flores","vicente.flores@calauan.local","demo-farmer-575","Bubukal"
576,"Pedro Villanueva","pedro.villanueva@calauan.local","demo-farmer-576","Masili"
577,"Teresa Ramos","teresa.ramos@calauan.local","demo-farmer-577","Lamot 1"
578,"Dolores Bautista","dolores.bautista@calauan.local","demo-farmer-578","Santo Tomas"
579,"Elena Aquino","elena.aquino@calauan.local","demo-farmer-579","Balayhangin"
580,"Luis Ramirez","luis.ramirez@calauan.local","demo-farmer-580","Poblacion 2"
581,"Gloria Fernandez","gloria.fernandez@calauan.local","demo-farmer-581","Dila"
582,"Jose Martinez","jose.martinez@calauan.local","demo-farmer-582","Bungkol"
583,"Rosa Santos","rosa.santos@calauan.local","demo-farmer-583","Lamot 2"
584,"Juan Fernandez","juan.fernandez@calauan.local","demo-farmer-584","Silangan Talaongan"
585,"Pedro Fernandez","pedro.fernandez@calauan.local","demo-farmer-585","Poblacion 2"
586,"Roberto Fernandez","roberto.fernandez@calauan.local","demo-farmer-586","Santo Tomas"
587,"Roberto Torres","roberto.torres@calauan.local","demo-farmer-587","Lamot 2"
588,"Fernando Cruz","fernando.cruz@calauan.local","demo-farmer-588","Calumpang"
589,"Maria Mendoza","maria.mendoza@calauan.local","demo-farmer-589","Poblacion 5"
590,"Elena Ortiz","elena.ortiz@calauan.local","demo-farmer-590","Santo Tomas"
591,"Concepcion Cruz","concepcion.cruz@calauan.local","demo-farmer-591","Lamot 2"
592,"Ricardo Rivera","ricardo.rivera@calauan.local","demo-farmer-592","Poblacion 2"
593,"Vicente Reyes","vicente.reyes@calauan.local","demo-farmer-593","Masili"
594,"Carlos Ramirez","carlos.ramirez@calauan.local","demo-farmer-594","Balayhangin"
595,"Carmen Villanueva","carmen.villanueva@calauan.local","demo-farmer-595","Poblacion 3"
596,"Manuel Morales","manuel.morales@calauan.local","demo-farmer-596","Poblacion 3"
597,"Francisco Santos","francisco.santos@calauan.local","demo-farmer-597","Balayhangin"
598,"Isabel Santos","isabel.santos@calauan.local","demo-farmer-598","Silangan Talaongan"
599,"Isabel Reyes","isabel.reyes@calauan.local","demo-farmer-599","Dila"
600,"Elena Ortiz","elena.ortiz@calauan.local","demo-farmer-600","Dayap"
601,"Carlos Castro","carlos.castro@calauan.local","demo-farmer-601","San Isidro"
602,"Isabel Flores","isabel.flores@calauan.local","demo-farmer-602","Bubukal"
603,"Roberto Santos","roberto.santos@calauan.local","demo-farmer-603","Calumpang"
604,"Elena Santos","elena.santos@calauan.local","demo-farmer-604","Poblacion 5"
605,"Alfredo Fernandez","alfredo.fernandez@calauan.local","demo-farmer-605","Poblacion 4"
606,"Gloria Mendoza","gloria.mendoza@calauan.local","demo-farmer-606","Silangan Talaongan"
607,"Carmen Sanchez","carmen.sanchez@calauan.local","demo-farmer-607","Lamot 2"
608,"Luis Torres","luis.torres@calauan.local","demo-farmer-608","Dayap"
609,"Miguel Jimenez","miguel.jimenez@calauan.local","demo-farmer-609","Palina"
610,"Miguel Aquino","miguel.aquino@calauan.local","demo-farmer-610","Poblacion 3"
611,"Elena Torres","elena.torres@calauan.local","demo-farmer-611","Poblacion 5"
612,"Ana Fernandez","ana.fernandez@calauan.local","demo-farmer-612","Kanluran Talaongan"
613,"Ramon Bautista","ramon.bautista@calauan.local","demo-farmer-613","Bubukal"
614,"Mercedes Diaz","mercedes.diaz@calauan.local","demo-farmer-614","Dila"
615,"Carmen Gutierrez","carmen.gutierrez@calauan.local","demo-farmer-615","Masili"
616,"Gloria Ramirez","gloria.ramirez@calauan.local","demo-farmer-616","Poblacion 3"
617,"Isabel Castro","isabel.castro@calauan.local","demo-farmer-617","Bungkol"
618,"Luis Sanchez","luis.sanchez@calauan.local","demo-farmer-618","Masili"
619,"Mercedes Fernandez","mercedes.fernandez@calauan.local","demo-farmer-619","Balayhangin"
620,"Manuel Flores","manuel.flores@calauan.local","demo-farmer-620","Dayap"
621,"Roberto Santos","roberto.santos@calauan.local","demo-farmer-621","Poblacion 4"
622,"Antonio Ortiz","antonio.ortiz@calauan.local","demo-farmer-622","Kanluran Talaongan"
623,"Teresa Rivera","teresa.rivera@calauan.local","demo-farmer-623","San Isidro"
624,"Isabel Bautista","isabel.bautista@calauan.local","demo-farmer-624","Calumpang"
625,"Ana Torres","ana.torres@calauan.local","demo-farmer-625","Dila"
626,"Francisco Garcia","francisco.garcia@calauan.local","demo-farmer-626","Poblacion 3"
627,"Concepcion Ortiz","concepcion.ortiz@calauan.local","demo-farmer-627","Balayhangin"
628,"Ana Morales","ana.morales@calauan.local","demo-farmer-628","Poblacion 4"
629,"Ricardo Morales","ricardo.morales@calauan.local","demo-farmer-629","Dila"
630,"Maria Fernandez","maria.fernandez@calauan.local","demo-farmer-630","Balayhangin"
631,"Ana Reyes","ana.reyes@calauan.local","demo-farmer-631","Santo Tomas"
632,"Fernando Ramirez","fernando.ramirez@calauan.local","demo-farmer-632","Calumpang"
633,"Alfredo Fernandez","alfredo.fernandez@calauan.local","demo-farmer-633","Poblacion 1"
634,"Concepcion Martinez","concepcion.martinez@calauan.local","demo-farmer-634","Poblacion 1"
635,"Carmen Cruz","carmen.cruz@calauan.local","demo-farmer-635","Masili"
636,"Alfredo Ramos","alfredo.ramos@calauan.local","demo-farmer-636","Poblacion 5"
637,"Jose Ramos","jose.ramos@calauan.local","demo-farmer-637","Lamot 1"
638,"Rosa Diaz","rosa.diaz@calauan.local","demo-farmer-638","Silangan Talaongan"
639,"Manuel Cruz","manuel.cruz@calauan.local","demo-farmer-639","Lamot 2"
640,"Ana Cruz","ana.cruz@calauan.local","demo-farmer-640","Poblacion 3"
641,"Mercedes Aquino","mercedes.aquino@calauan.local","demo-farmer-641","Kanluran Talaongan"
642,"Ramon Reyes","ramon.reyes@calauan.local","demo-farmer-642","Bungkol"
643,"Fernando Villanueva","fernando.villanueva@calauan.local","demo-farmer-643","Poblacion 1"
644,"Elena Morales","elena.morales@calauan.local","demo-farmer-644","Dila"
645,"Roberto Bautista","roberto.bautista@calauan.local","demo-farmer-645","Santo Tomas"
646,"Patricia Castro","patricia.castro@calauan.local","demo-farmer-646","Bungkol"
647,"Francisco Fernandez","francisco.fernandez@calauan.local","demo-farmer-647","Dila"
648,"Ricardo Morales","ricardo.morales@calauan.local","demo-farmer-648","Silangan Talaongan"
649,"Fernando Bautista","fernando.bautista@calauan.local","demo-farmer-649","Dayap"
650,"Juan Bautista","juan.bautista@calauan.local","demo-farmer-650","Silangan Talaongan"
651,"Fernando Gonzalez","fernando.gonzalez@calauan.local","demo-farmer-651","Bungkol"
652,"Jose Morales","jose.morales@calauan.local","demo-farmer-652","Palina"
653,"Carlos Martinez","carlos.martinez@calauan.local","demo-farmer-653","Talolong"
654,"Juan Sanchez","juan.sanchez@calauan.local","demo-farmer-654","Poblacion 5"
655,"Rosa Del Rosario","rosa.del.rosario@calauan.local","demo-farmer-655","Poblacion 4"
656,"Pedro Lopez","pedro.lopez@calauan.local","demo-farmer-656","Poblacion 5"
657,"Manuel Garcia","manuel.garcia@calauan.local","demo-farmer-657","Bubukal"
658,"Ramon Herrera","ramon.herrera@calauan.local","demo-farmer-658","San Isidro"
659,"Concepcion Diaz","concepcion.diaz@calauan.local","demo-farmer-659","San Isidro"
660,"Antonio Sanchez","antonio.sanchez@calauan.local","demo-farmer-660","Dayap"
661,"Pedro Gonzalez","pedro.gonzalez@calauan.local","demo-farmer-661","Poblacion 3"
662,"Carlos Mendoza","carlos.mendoza@calauan.local","demo-farmer-662","Masili"
663,"Carmen Ortiz","carmen.ortiz@calauan.local","demo-farmer-663","Poblacion 1"
664,"Carlos Lopez","carlos.lopez@calauan.local","demo-farmer-664","Talolong"
665,"Elena Diaz","elena.diaz@calauan.local","demo-farmer-665","Poblacion 1"
666,"Maria Diaz","maria.diaz@calauan.local","demo-farmer-666","Lamot 2"
667,"Concepcion Martinez","concepcion.martinez@calauan.local","demo-farmer-667","Poblacion 1"
668,"Luis Ortiz","luis.ortiz@calauan.local","demo-farmer-668","Poblacion 2"
669,"Carmen Mendoza","carmen.mendoza@calauan.local","demo-farmer-669","Poblacion 2"
670,"Antonio Torres","antonio.torres@calauan.local","demo-farmer-670","Bungkol"
671,"Francisco Santos","francisco.santos@calauan.local","demo-farmer-671","Bubukal"
672,"Ramon Martinez","ramon.martinez@calauan.local","demo-farmer-672","Lamot 2"
673,"Carmen Gutierrez","carmen.gutierrez@calauan.local","demo-farmer-673","Santo Tomas"
674,"Rosa Diaz","rosa.diaz@calauan.local","demo-farmer-674","Poblacion 4"
675,"Elena Jimenez","elena.jimenez@calauan.local","demo-farmer-675","Masili"
676,"Teresa Mendoza","teresa.mendoza@calauan.local","demo-farmer-676","Poblacion 5"
677,"Luis Sanchez","luis.sanchez@calauan.local","demo-farmer-677","Balayhangin"
678,"Dolores Reyes","dolores.reyes@calauan.local","demo-farmer-678","Dayap"
679,"Maria Lopez","maria.lopez@calauan.local","demo-farmer-679","San Isidro"
680,"Vicente Herrera","vicente.herrera@calauan.local","demo-farmer-680","Kanluran Talaongan"
681,"Isabel Aquino","isabel.aquino@calauan.local","demo-farmer-681","Calumpang"
682,"Juan Mendoza","juan.mendoza@calauan.local","demo-farmer-682","Santo Tomas"
683,"Luis Villanueva","luis.villanueva@calauan.local","demo-farmer-683","Calumpang"
684,"Alfredo Aquino","alfredo.aquino@calauan.local","demo-farmer-684","Lamot 2"
685,"Pedro Rivera","pedro.rivera@calauan.local","demo-farmer-685","Talolong"
686,"Alfredo Jimenez","alfredo.jimenez@calauan.local","demo-farmer-686","Santo Tomas"
687,"Isabel Martinez","isabel.martinez@calauan.local","demo-farmer-687","Bungkol"
688,"Carmen Martinez","carmen.martinez@calauan.local","demo-farmer-688","Poblacion 5"
689,"Mercedes Flores","mercedes.flores@calauan.local","demo-farmer-689","Lamot 1"
690,"Mercedes Torres","mercedes.torres@calauan.local","demo-farmer-690","San Isidro"
691,"Rosa Del Rosario","rosa.del.rosario@calauan.local","demo-farmer-691","Poblacion 2"
692,"Patricia Sanchez","patricia.sanchez@calauan.local","demo-farmer-692","Talolong"
693,"Miguel Santos","miguel.santos@calauan.local","demo-farmer-693","Lamot 2"
694,"Dolores Mendoza","dolores.mendoza@calauan.local","demo-farmer-694","Poblacion 4"
695,"Mercedes Del Rosario","mercedes.del.rosario@calauan.local","demo-farmer-695","Bungkol"
696,"Mercedes Morales","mercedes.morales@calauan.local","demo-farmer-696","Poblacion 4"
697,"Rosa Torres","rosa.torres@calauan.local","demo-farmer-697","Bungkol"
698,"Vicente Diaz","vicente.diaz@calauan.local","demo-farmer-698","Poblacion 1"
699,"Alfredo Santos","alfredo.santos@calauan.local","demo-farmer-699","Dila"
700,"Pedro Bautista","pedro.bautista@calauan.local","demo-farmer-700","Masili"
701,"Ana Gutierrez","ana.gutierrez@calauan.local","demo-farmer-701","Poblacion 4"
702,"Mercedes Ramos","mercedes.ramos@calauan.local","demo-farmer-702","San Isidro"
703,"Antonio Sanchez","antonio.sanchez@calauan.local","demo-farmer-703","Poblacion 3"
704,"Teresa Fernandez","teresa.fernandez@calauan.local","demo-farmer-704","Dayap"
705,"Juan Ramirez","juan.ramirez@calauan.local","demo-farmer-705","Santo Tomas"
706,"Carlos Mendoza","carlos.mendoza@calauan.local","demo-farmer-706","Poblacion 5"
707,"Manuel Garcia","manuel.garcia@calauan.local","demo-farmer-707","Silangan Talaongan"
708,"Francisco Jimenez","francisco.jimenez@calauan.local","demo-farmer-708","Poblacion 4"
709,"Patricia Flores","patricia.flores@calauan.local","demo-farmer-709","Talolong"
710,"Juan Gutierrez","juan.gutierrez@calauan.local","demo-farmer-710","Bubukal"
711,"Mercedes Castro","mercedes.castro@calauan.local","demo-farmer-711","Balayhangin"
712,"Elena Castro","elena.castro@calauan.local","demo-farmer-712","Lamot 1"
713,"Antonio Mendoza","antonio.mendoza@calauan.local","demo-farmer-713","Talolong"
714,"Carlos Perez","carlos.perez@calauan.local","demo-farmer-714","Masili"
715,"Francisco Villanueva","francisco.villanueva@calauan.local","demo-farmer-715","Santo Tomas"
716,"Francisco Martinez","francisco.martinez@calauan.local","demo-farmer-716","Talolong"
717,"Elena Del Rosario","elena.del.rosario@calauan.local","demo-farmer-717","Silangan Talaongan"
718,"Jose Ortiz","jose.ortiz@calauan.local","demo-farmer-718","Poblacion 3"
719,"Francisco Reyes","francisco.reyes@calauan.local","demo-farmer-719","Poblacion 1"
720,"Roberto Gutierrez","roberto.gutierrez@calauan.local","demo-farmer-720","Lamot 2"
721,"Carmen Jimenez","carmen.jimenez@calauan.local","demo-farmer-721","Calumpang"
722,"Maria Aquino","maria.aquino@calauan.local","demo-farmer-722","Dila"
723,"Fernando Reyes","fernando.reyes@calauan.local","demo-farmer-723","Poblacion 4"
724,"Mercedes Aquino","mercedes.aquino@calauan.local","demo-farmer-724","Poblacion 1"
725,"Maria Villanueva","maria.villanueva@calauan.local","demo-farmer-725","Poblacion 3"
726,"Concepcion Cruz","concepcion.cruz@calauan.local","demo-farmer-726","Santo Tomas"
727,"Gloria Cruz","gloria.cruz@calauan.local","demo-farmer-727","Poblacion 2"
728,"Roberto Perez","roberto.perez@calauan.local","demo-farmer-728","Kanluran Talaongan"
729,"Juan Diaz","juan.diaz@calauan.local","demo-farmer-729","San Isidro"
730,"Roberto Martinez","roberto.martinez@calauan.local","demo-farmer-730","Dayap"
731,"Ana Fernandez","ana.fernandez@calauan.local","demo-farmer-731","Calumpang"
732,"Carmen Gonzalez","carmen.gonzalez@calauan.local","demo-farmer-732","Poblacion 4"
733,"Luis Santos","luis.santos@calauan.local","demo-farmer-733","Dayap"
734,"Rosa Ortiz","rosa.ortiz@calauan.local","demo-farmer-734","Lamot 1"
735,"Gloria Morales","gloria.morales@calauan.local","demo-farmer-735","Bungkol"
736,"Ricardo Garcia","ricardo.garcia@calauan.local","demo-farmer-736","Talolong"
737,"Rosa Cruz","rosa.cruz@calauan.local","demo-farmer-737","Poblacion 1"
738,"Carmen Ramos","carmen.ramos@calauan.local","demo-farmer-738","Silangan Talaongan"
739,"Manuel Villanueva","manuel.villanueva@calauan.local","demo-farmer-739","Poblacion 2"
740,"Concepcion Jimenez","concepcion.jimenez@calauan.local","demo-farmer-740","Palina"
741,"Alfredo Gonzalez","alfredo.gonzalez@calauan.local","demo-farmer-741","Dayap"
742,"Isabel Castro","isabel.castro@calauan.local","demo-farmer-742","Poblacion 4"
743,"Vicente Torres","vicente.torres@calauan.local","demo-farmer-743","Lamot 2"
744,"Fernando Gonzalez","fernando.gonzalez@calauan.local","demo-farmer-744","Talolong"
745,"Ana Villanueva","ana.villanueva@calauan.local","demo-farmer-745","Poblacion 3"
746,"Luis Aquino","luis.aquino@calauan.local","demo-farmer-746","Bungkol"
747,"Miguel Mendoza","miguel.mendoza@calauan.local","demo-farmer-747","Palina"
748,"Juan Del Rosario","juan.del.rosario@calauan.local","demo-farmer-748","Poblacion 2"
749,"Rosa Villanueva","rosa.villanueva@calauan.local","demo-farmer-749","Talolong"
750,"Gloria Ramirez","gloria.ramirez@calauan.local","demo-farmer-750","Poblacion 3"
751,"Fernando Gutierrez","fernando.gutierrez@calauan.local","demo-farmer-751","Palina"
752,"Concepcion Reyes","concepcion.reyes@calauan.local","demo-farmer-752","Dayap"
753,"Ricardo Fernandez","ricardo.fernandez@calauan.local","demo-farmer-753","Calumpang"
754,"Elena Cruz","elena.cruz@calauan.local","demo-farmer-754","Poblacion 3"
755,"Teresa Aquino","teresa.aquino@calauan.local","demo-farmer-755","Santo Tomas"
756,"Concepcion Del Rosario","concepcion.del.rosario@calauan.local","demo-farmer-756","Santo Tomas"
757,"Ricardo Fernandez","ricardo.fernandez@calauan.local","demo-farmer-757","Talolong"
758,"Concepcion Morales","concepcion.morales@calauan.local","demo-farmer-758","Kanluran Talaongan"
759,"Ramon Mendoza","ramon.mendoza@calauan.local","demo-farmer-759","Calumpang"
760,"Ricardo Jimenez","ricardo.jimenez@calauan.local","demo-farmer-760","Santo Tomas"
761,"Mercedes Mendoza","mercedes.mendoza@calauan.local","demo-farmer-761","Lamot 1"
762,"Elena Diaz","elena.diaz@calauan.local","demo-farmer-762","Calumpang"
763,"Carlos Mendoza","carlos.mendoza@calauan.local","demo-farmer-763","Kanluran Talaongan"
764,"Manuel Mendoza","manuel.mendoza@calauan.local","demo-farmer-764","Calumpang"
765,"Alfredo Del Rosario","alfredo.del.rosario@calauan.local","demo-farmer-765","Bungkol"
766,"Dolores Ramos","dolores.ramos@calauan.local","demo-farmer-766","Kanluran Talaongan"
767,"Rosa Torres","rosa.torres@calauan.local","demo-farmer-767","Poblacion 2"
768,"Gloria Aquino","gloria.aquino@calauan.local","demo-farmer-768","Poblacion 3"
769,"Rosa Villanueva","rosa.villanueva@calauan.local","demo-farmer-769","Masili"
770,"Rosa Aquino","rosa.aquino@calauan.local","demo-farmer-770","Kanluran Talaongan"
771,"Concepcion Torres","concepcion.torres@calauan.local","demo-farmer-771","Poblacion 3"
772,"Ana Villanueva","ana.villanueva@calauan.local","demo-farmer-772","Poblacion 5"
773,"Mercedes Mendoza","mercedes.mendoza@calauan.local","demo-farmer-773","Silangan Talaongan"
774,"Luis Cruz","luis.cruz@calauan.local","demo-farmer-774","Calumpang"
775,"Antonio Cruz","antonio.cruz@calauan.local","demo-farmer-775","Calumpang"
776,"Concepcion Perez","concepcion.perez@calauan.local","demo-farmer-776","Balayhangin"
777,"Teresa Castro","teresa.castro@calauan.local","demo-farmer-777","Masili"
778,"Ramon Torres","ramon.torres@calauan.local","demo-farmer-778","Talolong"
779,"Gloria Diaz","gloria.diaz@calauan.local","demo-farmer-779","Calumpang"
780,"Vicente Gutierrez","vicente.gutierrez@calauan.local","demo-farmer-780","Poblacion 5"
781,"Maria Herrera","maria.herrera@calauan.local","demo-farmer-781","Lamot 2"
782,"Maria Diaz","maria.diaz@calauan.local","demo-farmer-782","Lamot 2"
783,"Isabel Reyes","isabel.reyes@calauan.local","demo-farmer-783","Balayhangin"
784,"Fernando Jimenez","fernando.jimenez@calauan.local","demo-farmer-784","Talolong"
785,"Ramon Villanueva","ramon.villanueva@calauan.local","demo-farmer-785","San Isidro"
786,"Teresa Cruz","teresa.cruz@calauan.local","demo-farmer-786","Palina"
787,"Carlos Sanchez","carlos.sanchez@calauan.local","demo-farmer-787","Poblacion 1"
788,"Ana Gutierrez","ana.gutierrez@calauan.local","demo-farmer-788","Lamot 2"
789,"Dolores Ramos","dolores.ramos@calauan.local","demo-farmer-789","Lamot 2"
790,"Juan Cruz","juan.cruz@calauan.local","demo-farmer-790","Lamot 2"
791,"Concepcion Ramirez","concepcion.ramirez@calauan.local","demo-farmer-791","Silangan Talaongan"
792,"Luis Santos","luis.santos@calauan.local","demo-farmer-792","Lamot 2"
793,"Teresa Garcia","teresa.garcia@calauan.local","demo-farmer-793","Poblacion 4"
794,"Francisco Villanueva","francisco.villanueva@calauan.local","demo-farmer-794","Kanluran Talaongan"
795,"Alfredo Bautista","alfredo.bautista@calauan.local","demo-farmer-795","Silangan Talaongan"
796,"Ricardo Morales","ricardo.morales@calauan.local","demo-farmer-796","Balayhangin"
797,"Alfredo Sanchez","alfredo.sanchez@calauan.local","demo-farmer-797","Dila"
798,"Mercedes Fernandez","mercedes.fernandez@calauan.local","demo-farmer-798","Poblacion 4"
799,"Francisco Cruz","francisco.cruz@calauan.local","demo-farmer-799","Poblacion 5"
800,"Carlos Villanueva","carlos.villanueva@calauan.local","demo-farmer-800","San Isidro"
801,"Vicente Villanueva","vicente.villanueva@calauan.local","demo-farmer-801","Lamot 2"
802,"Isabel Santos","isabel.santos@calauan.local","demo-farmer-802","Silangan Talaongan"
803,"Isabel Morales","isabel.morales@calauan.local","demo-farmer-803","Talolong"
804,"Roberto Garcia","roberto.garcia@calauan.local","demo-farmer-804","Palina"
805,"Concepcion Castro","concepcion.castro@calauan.local","demo-farmer-805","Bubukal"
806,"Dolores Bautista","dolores.bautista@calauan.local","demo-farmer-806","Kanluran Talaongan"
807,"Carlos Gonzalez","carlos.gonzalez@calauan.local","demo-farmer-807","Balayhangin"
808,"Teresa Perez","teresa.perez@calauan.local","demo-farmer-808","Lamot 2"
809,"Rosa Diaz","rosa.diaz@calauan.local","demo-farmer-809","Poblacion 2"
810,"Miguel Martinez","miguel.martinez@calauan.local","demo-farmer-810","Silangan Talaongan"
811,"Fernando Gutierrez","fernando.gutierrez@calauan.local","demo-farmer-811","San Isidro"
812,"Dolores Sanchez","dolores.sanchez@calauan.local","demo-farmer-812","San Isidro"
813,"Carmen Ortiz","carmen.ortiz@calauan.local","demo-farmer-813","Silangan Talaongan"
814,"Ramon Bautista","ramon.bautista@calauan.local","demo-farmer-814","Balayhangin"
815,"Pedro Ramirez","pedro.ramirez@calauan.local","demo-farmer-815","Masili"
816,"Dolores Torres","dolores.torres@calauan.local","demo-farmer-816","Dila"
817,"Ana Villanueva","ana.villanueva@calauan.local","demo-farmer-817","Balayhangin"
818,"Vicente Jimenez","vicente.jimenez@calauan.local","demo-farmer-818","Bungkol"
819,"Concepcion Jimenez","concepcion.jimenez@calauan.local","demo-farmer-819","Masili"
820,"Manuel Fernandez","manuel.fernandez@calauan.local","demo-farmer-820","Silangan Talaongan"
821,"Luis Lopez","luis.lopez@calauan.local","demo-farmer-821","Poblacion 2"
822,"Rosa Ortiz","rosa.ortiz@calauan.local","demo-farmer-822","Bungkol"
823,"Pedro Morales","pedro.morales@calauan.local","demo-farmer-823","Santo Tomas"
824,"Pedro Rivera","pedro.rivera@calauan.local","demo-farmer-824","Lamot 1"
825,"Miguel Herrera","miguel.herrera@calauan.local","demo-farmer-825","Talolong"
826,"Fernando Mendoza","fernando.mendoza@calauan.local","demo-farmer-826","Poblacion 5"
827,"Ana Reyes","ana.reyes@calauan.local","demo-farmer-827","Balayhangin"
828,"Roberto Flores","roberto.flores@calauan.local","demo-farmer-828","Balayhangin"
829,"Pedro Lopez","pedro.lopez@calauan.local","demo-farmer-829","Dayap"
830,"Dolores Santos","dolores.santos@calauan.local","demo-farmer-830","San Isidro"
831,"Ana Del Rosario","ana.del.rosario@calauan.local","demo-farmer-831","Poblacion 3"
832,"Vicente Herrera","vicente.herrera@calauan.local","demo-farmer-832","Poblacion 3"
833,"Carlos Ortiz","carlos.ortiz@calauan.local","demo-farmer-833","Poblacion 2"
834,"Elena Santos","elena.santos@calauan.local","demo-farmer-834","Dayap"
835,"Carlos Del Rosario","carlos.del.rosario@calauan.local","demo-farmer-835","Santo Tomas"
836,"Ana Flores","ana.flores@calauan.local","demo-farmer-836","Poblacion 1"
837,"Carlos Perez","carlos.perez@calauan.local","demo-farmer-837","Lamot 1"
838,"Teresa Aquino","teresa.aquino@calauan.local","demo-farmer-838","Santo Tomas"
839,"Alfredo Santos","alfredo.santos@calauan.local","demo-farmer-839","Lamot 2"
840,"Dolores Mendoza","dolores.mendoza@calauan.local","demo-farmer-840","Poblacion 5"
841,"Carlos Villanueva","carlos.villanueva@calauan.local","demo-farmer-841","Poblacion 4"
842,"Mercedes Santos","mercedes.santos@calauan.local","demo-farmer-842","Dayap"
843,"Mercedes Reyes","mercedes.reyes@calauan.local","demo-farmer-843","Poblacion 3"
844,"Alfredo Herrera","alfredo.herrera@calauan.local","demo-farmer-844","Silangan Talaongan"
845,"Concepcion Villanueva","concepcion.villanueva@calauan.local","demo-farmer-845","Dila"
846,"Manuel Flores","manuel.flores@calauan.local","demo-farmer-846","Palina"
847,"Pedro Aquino","pedro.aquino@calauan.local","demo-farmer-847","Balayhangin"
848,"Luis Del Rosario","luis.del.rosario@calauan.local","demo-farmer-848","Talolong"
849,"Alfredo Santos","alfredo.santos@calauan.local","demo-farmer-849","Dayap"
850,"Concepcion Gutierrez","concepcion.gutierrez@calauan.local","demo-farmer-850","Dayap"
851,"Carlos Mendoza","carlos.mendoza@calauan.local","demo-farmer-851","San Isidro"
852,"Jose Del Rosario","jose.del.rosario@calauan.local","demo-farmer-852","Lamot 1"
853,"Roberto Ramos","roberto.ramos@calauan.local","demo-farmer-853","Dila"
854,"Vicente Reyes","vicente.reyes@calauan.local","demo-farmer-854","San Isidro"
855,"Roberto Fernandez","roberto.fernandez@calauan.local","demo-farmer-855","Poblacion 2"
856,"Luis Lopez","luis.lopez@calauan.local","demo-farmer-856","Bungkol"
857,"Jose Rivera","jose.rivera@calauan.local","demo-farmer-857","Poblacion 2"
858,"Rosa Mendoza","rosa.mendoza@calauan.local","demo-farmer-858","Lamot 1"
859,"Pedro Gutierrez","pedro.gutierrez@calauan.local","demo-farmer-859","Bungkol"
860,"Patricia Mendoza","patricia.mendoza@calauan.local","demo-farmer-860","Poblacion 4"
861,"Rosa Gutierrez","rosa.gutierrez@calauan.local","demo-farmer-861","Masili"
862,"Carmen Del Rosario","carmen.del.rosario@calauan.local","demo-farmer-862","Lamot 2"
863,"Carlos Torres","carlos.torres@calauan.local","demo-farmer-863","Dayap"
864,"Jose Lopez","jose.lopez@calauan.local","demo-farmer-864","Bubukal"
865,"Rosa Torres","rosa.torres@calauan.local","demo-farmer-865","Lamot 2"
866,"Elena Sanchez","elena.sanchez@calauan.local","demo-farmer-866","Talolong"
867,"Rosa Perez","rosa.perez@calauan.local","demo-farmer-867","San Isidro"
868,"Rosa Ramos","rosa.ramos@calauan.local","demo-farmer-868","Poblacion 4"
869,"Vicente Aquino","vicente.aquino@calauan.local","demo-farmer-869","Kanluran Talaongan"
870,"Fernando Villanueva","fernando.villanueva@calauan.local","demo-farmer-870","Lamot 2"
871,"Ana Rivera","ana.rivera@calauan.local","demo-farmer-871","Lamot 2"
872,"Luis Sanchez","luis.sanchez@calauan.local","demo-farmer-872","Lamot 1"
873,"Manuel Diaz","manuel.diaz@calauan.local","demo-farmer-873","Masili"
874,"Vicente Ortiz","vicente.ortiz@calauan.local","demo-farmer-874","San Isidro"
875,"Juan Cruz","juan.cruz@calauan.local","demo-farmer-875","Balayhangin"
876,"Vicente Villanueva","vicente.villanueva@calauan.local","demo-farmer-876","Lamot 1"
877,"Miguel Aquino","miguel.aquino@calauan.local","demo-farmer-877","Dayap"
878,"Isabel Gutierrez","isabel.gutierrez@calauan.local","demo-farmer-878","Calumpang"
